Derivative ID,Fragment ID,Derivative Name,Fragment Name,Derivative Crystal,Fragment Crystal,Derivative Observation,Fragment Observation,SuCOS Average Score,SuCOS Feature Score,SuCOS Volume Score,Num Recapitulated Inspiration Features,Recapitulated Inspiration Feature Fraction,Num Shared Protein Interactions,Max Eyeball
2,50,A3176a,A0812a,A71EV2A-x3176,A71EV2A-x0812,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0812_A_147_1_A71EV2A-x0526+A+147+1,0.4184185918823631,0.23084565006234908,0.6059915337023771,0,0.0,1,
2,51,A3176a,A0926a,A71EV2A-x3176,A71EV2A-x0926,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0926_A_250_1_A71EV2A-x0526+A+147+1,0.3523536795619295,0.028651021095689993,0.676056338028169,0,0.0,0,
2,54,A3176a,A0333a,A71EV2A-x3176,A71EV2A-x0333,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0333_A_201_1_A71EV2A-x3181+A+202+1,0.0,0.0,0.0,0,0.0,0,
2,55,A3176a,A0432a,A71EV2A-x3176,A71EV2A-x0432,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0432_A_147_1_A71EV2A-x0432+A+147+1,0.0,0.0,0.0,0,0.0,0,
2,56,A3176a,A0375b,A71EV2A-x3176,A71EV2A-x0375,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0375_A_301_1_A71EV2A-x0526+A+147+1,0.48852335001980607,0.2894047928063977,0.6876419072332144,0,0.0,0,
2,57,A3176a,A1105a,A71EV2A-x3176,A71EV2A-x1105,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x1105_A_147_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
2,60,A3176a,A0571a,A71EV2A-x3176,A71EV2A-x0571,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0571_A_147_1_A71EV2A-x0517+A+147+1,0.0,0.0,0.0,0,0.0,0,
2,61,A3176a,A0239a,A71EV2A-x3176,A71EV2A-x0239,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0239_A_147_1_A71EV2A-x0486+A+147+1,0.0,0.0,0.0,0,0.0,0,
2,62,A3176a,A1080a,A71EV2A-x3176,A71EV2A-x1080,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x1080_A_201_1_A71EV2A-x0526+A+147+1,0.06407828282828282,0.0,0.12815656565656564,0,0.0,0,
2,63,A3176a,A1255a,A71EV2A-x3176,A71EV2A-x1255,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x1255_B_201_1_A71EV2A-x0526+A+147+1,0.38615613221619527,0.20313980707294638,0.5691724573594441,1,0.25,0,
2,64,A3176a,A0152b,A71EV2A-x3176,A71EV2A-x0152,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0152_A_201_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
2,66,A3176a,A0517a,A71EV2A-x3176,A71EV2A-x0517,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0517_A_147_1_A71EV2A-x0517+A+147+1,0.0,0.0,0.0,0,0.0,0,
2,67,A3176a,A1293a,A71EV2A-x3176,A71EV2A-x1293,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x1293_A_151_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
2,68,A3176a,A0554a,A71EV2A-x3176,A71EV2A-x0554,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0554_A_201_1_A71EV2A-x0526+A+147+1,0.5279426639985477,0.24546798733064443,0.810417340666451,1,0.16666666666666666,4,NO
2,71,A3176a,A0514a,A71EV2A-x3176,A71EV2A-x0514,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0514_B_151_1_A71EV2A-x0526+A+147+1,0.5033373425364809,0.34482109205751527,0.6618535930154466,1,0.16666666666666666,0,
2,72,A3176a,A0911a,A71EV2A-x3176,A71EV2A-x0911,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0911_A_147_1_A71EV2A-x0526+A+147+1,0.0,0.0,0.0,0,0.0,0,
2,75,A3176a,A0469a,A71EV2A-x3176,A71EV2A-x0469,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0469_A_147_1_A71EV2A-x0525+A+246+1,0.0,0.0,0.0,0,0.0,0,
2,76,A3176a,A0446a,A71EV2A-x3176,A71EV2A-x0446,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0446_A_147_1_A71EV2A-x0526+A+147+1,0.43036159586490585,0.1830941286322973,0.6776290630975144,0,0.0,1,
2,79,A3176a,A0305a,A71EV2A-x3176,A71EV2A-x0305,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0305_A_147_1_A71EV2A-x0541+A+147+1,0.0,0.0,0.0,0,0.0,0,
2,81,A3176a,A0515a,A71EV2A-x3176,A71EV2A-x0515,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0515_A_201_1_A71EV2A-x0526+A+147+1,0.5423862274399074,0.3057648212920285,0.7790076335877862,2,0.3333333333333333,1,
2,82,A3176a,A0556a,A71EV2A-x3176,A71EV2A-x0556,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0556_A_147_1_A71EV2A-x0526+A+147+1,0.3245669139278621,0.09062636516915701,0.5585074626865671,0,0.0,1,
2,83,A3176a,A0884a,A71EV2A-x3176,A71EV2A-x0884,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0884_A_147_1_A71EV2A-x0526+A+147+1,0.46985649540270047,0.19882950429487625,0.7408834865105247,1,0.16666666666666666,3,
2,84,A3176a,A0278a,A71EV2A-x3176,A71EV2A-x0278,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0278_A_201_1_A71EV2A-x0525+A+246+1,0.0,0.0,0.0,0,0.0,0,
2,86,A3176a,A0488a,A71EV2A-x3176,A71EV2A-x0488,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0488_A_147_1_A71EV2A-x0488+A+147+1,0.0,0.0,0.0,0,0.0,0,
2,87,A3176a,A1081a,A71EV2A-x3176,A71EV2A-x1081,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x1081_A_147_1_A71EV2A-x0488+A+147+1,0.0,0.0,0.0,0,0.0,0,
2,88,A3176a,A1292a,A71EV2A-x3176,A71EV2A-x1292,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x1292_A_151_1_A71EV2A-x0526+A+147+1,0.4306324263161702,0.21933653039954626,0.6419283222327942,1,0.2,0,
2,89,A3176a,A0428a,A71EV2A-x3176,A71EV2A-x0428,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0428_A_147_1_A71EV2A-x0541+A+147+1,0.0,0.0,0.0,0,0.0,0,
2,90,A3176a,A0691a,A71EV2A-x3176,A71EV2A-x0691,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0691_A_201_1_A71EV2A-x0541+A+147+1,0.0,0.0,0.0,0,0.0,0,
2,92,A3176a,A0875a,A71EV2A-x3176,A71EV2A-x0875,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0875_A_201_1_A71EV2A-x0526+A+147+1,0.2603855984128046,0.1772855792283165,0.3434856175972927,1,0.125,1,
2,93,A3176a,A1148b,A71EV2A-x3176,A71EV2A-x1148,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x1148_A_147_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
2,95,A3176a,A0229a,A71EV2A-x3176,A71EV2A-x0229,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0229_A_147_1_A71EV2A-x0525+A+246+1,0.0,0.0,0.0,0,0.0,0,
2,96,A3176a,A0528a,A71EV2A-x3176,A71EV2A-x0528,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0528_A_147_1_A71EV2A-x0526+A+147+1,0.4354817251694526,0.18034802288137255,0.6906154274575327,1,0.2,2,
2,97,A3176a,A0416a,A71EV2A-x3176,A71EV2A-x0416,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0416_A_147_1_A71EV2A-x0526+A+147+1,0.2919618143001806,0.1160664857432183,0.46785714285714286,0,0.0,2,
2,98,A3176a,A0351b,A71EV2A-x3176,A71EV2A-x0351,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0351_A_302_1_A71EV2A-x3181+A+202+1,0.0,0.0,0.0,0,0.0,0,
2,100,A3176a,A0354a,A71EV2A-x3176,A71EV2A-x0354,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0354_A_147_1_A71EV2A-x0541+A+147+1,0.0,0.0,0.0,0,0.0,0,
2,101,A3176a,A0332a,A71EV2A-x3176,A71EV2A-x0332,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0332_A_147_1_A71EV2A-x0541+A+147+1,0.0,0.0,0.0,0,0.0,0,
2,103,A3176a,A0836a,A71EV2A-x3176,A71EV2A-x0836,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0836_A_301_1_A71EV2A-x0526+A+147+1,0.3396669307177435,0.20203794306814007,0.47729591836734697,1,0.16666666666666666,2,
2,104,A3176a,A0188a,A71EV2A-x3176,A71EV2A-x0188,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0188_A_147_1_A71EV2A-x0541+A+147+1,0.0,0.0,0.0,0,0.0,0,
2,105,A3176a,A0351c,A71EV2A-x3176,A71EV2A-x0351,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0351_A_201_1_A71EV2A-x0432+A+147+1,0.0,0.0,0.0,0,0.0,0,
2,106,A3176a,A0473a,A71EV2A-x3176,A71EV2A-x0473,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0473_A_147_1_A71EV2A-x0526+A+147+1,0.0,0.0,0.0,0,0.0,0,
2,108,A3176a,A0717a,A71EV2A-x3176,A71EV2A-x0717,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0717_A_147_1_A71EV2A-x0541+A+147+1,0.0,0.0,0.0,0,0.0,0,
2,109,A3176a,A0269a,A71EV2A-x3176,A71EV2A-x0269,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0269_A_147_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
2,111,A3176a,A1128a,A71EV2A-x3176,A71EV2A-x1128,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x1128_A_147_1_A71EV2A-x0900+A+147+1,0.0,0.0,0.0,0,0.0,0,
2,112,A3176a,A0853a,A71EV2A-x3176,A71EV2A-x0853,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0853_A_147_1_A71EV2A-x0526+A+147+1,0.0,0.0,0.0,0,0.0,0,
2,114,A3176a,A0732a,A71EV2A-x3176,A71EV2A-x0732,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0732_A_201_1_A71EV2A-x0526+A+147+1,0.3721932356857595,0.20186946456879792,0.5425170068027211,2,0.2857142857142857,2,
2,115,A3176a,A0501b,A71EV2A-x3176,A71EV2A-x0501,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0501_A_152_1_A71EV2A-x0526+A+147+1,0.46796972900820594,0.18962677365063021,0.7463126843657817,0,0.0,2,
2,116,A3176a,A0310a,A71EV2A-x3176,A71EV2A-x0310,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0310_A_147_1_A71EV2A-x0526+A+147+1,0.4362249688816137,0.14926153196612604,0.7231884057971014,1,0.2,2,
2,117,A3176a,A0359a,A71EV2A-x3176,A71EV2A-x0359,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0359_A_147_1_A71EV2A-x0525+A+246+1,0.0,0.0,0.0,0,0.0,0,
2,118,A3176a,A0566a,A71EV2A-x3176,A71EV2A-x0566,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0566_A_147_1_A71EV2A-x0526+A+147+1,0.4781758855282976,0.18296700731503301,0.7733847637415622,0,0.0,2,
2,120,A3176a,A1140a,A71EV2A-x3176,A71EV2A-x1140,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x1140_A_147_1_A71EV2A-x0526+A+147+1,0.1727857249318384,0.045675670812087475,0.2998957790515894,0,0.0,3,
2,121,A3176a,A1109a,A71EV2A-x3176,A71EV2A-x1109,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x1109_A_147_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
2,123,A3176a,A0608a,A71EV2A-x3176,A71EV2A-x0608,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0608_A_147_1_A71EV2A-x0486+A+147+1,0.0,0.0,0.0,0,0.0,0,
2,124,A3176a,A1145b,A71EV2A-x3176,A71EV2A-x1145,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x1145_A_201_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
2,126,A3176a,A0831a,A71EV2A-x3176,A71EV2A-x0831,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0831_A_147_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
2,127,A3176a,A0525a,A71EV2A-x3176,A71EV2A-x0525,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0525_A_246_1_A71EV2A-x0525+A+246+1,0.0,0.0,0.0,0,0.0,0,
2,128,A3176a,A0395a,A71EV2A-x3176,A71EV2A-x0395,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0395_A_147_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
2,129,A3176a,A0719a,A71EV2A-x3176,A71EV2A-x0719,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0719_A_301_1_A71EV2A-x0526+A+147+1,0.30777741390508456,0.15424619321202152,0.46130863459814764,1,0.14285714285714285,2,
2,130,A3176a,A0412a,A71EV2A-x3176,A71EV2A-x0412,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0412_A_147_1_A71EV2A-x0412+A+147+1,0.0,0.0,0.0,0,0.0,0,
2,131,A3176a,A0375a,A71EV2A-x3176,A71EV2A-x0375,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0375_A_201_1_A71EV2A-x0526+A+147+1,0.01903225806451614,0.0,0.03806451612903228,0,0.0,0,
2,132,A3176a,A1105b,A71EV2A-x3176,A71EV2A-x1105,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x1105_A_148_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
2,133,A3176a,A0202a,A71EV2A-x3176,A71EV2A-x0202,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0202_A_147_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
2,134,A3176a,A0540a,A71EV2A-x3176,A71EV2A-x0540,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0540_A_147_1_A71EV2A-x0525+A+246+1,0.0,0.0,0.0,0,0.0,0,
2,135,A3176a,A0437a,A71EV2A-x3176,A71EV2A-x0437,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0437_A_250_1_A71EV2A-x0526+A+147+1,0.36104798453950704,0.07533562559735918,0.6467603434816549,0,0.0,0,
2,136,A3176a,A1180b,A71EV2A-x3176,A71EV2A-x1180,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x1180_B_151_1_A71EV2A-x0526+A+147+1,0.4761025422346728,0.0932865014985563,0.8589185829707893,0,0.0,0,
2,139,A3176a,A0586a,A71EV2A-x3176,A71EV2A-x0586,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0586_A_147_1_A71EV2A-x0541+A+147+1,0.0,0.0,0.0,0,0.0,0,
2,141,A3176a,A0497a,A71EV2A-x3176,A71EV2A-x0497,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0497_A_147_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
2,142,A3176a,A0526a,A71EV2A-x3176,A71EV2A-x0526,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0526_A_147_1_A71EV2A-x0526+A+147+1,0.0,0.0,0.0,0,0.0,0,
2,143,A3176a,A0451a,A71EV2A-x3176,A71EV2A-x0451,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0451_A_201_1_A71EV2A-x0526+A+147+1,0.6550386376332639,0.49548219962131856,0.8145950756452092,3,0.5,2,YES
2,144,A3176a,A0396a,A71EV2A-x3176,A71EV2A-x0396,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0396_A_147_1_A71EV2A-x0396+A+147+1,0.0,0.0,0.0,0,0.0,0,
2,146,A3176a,A0554b,A71EV2A-x3176,A71EV2A-x0554,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0554_A_147_1_A71EV2A-x0554+A+147+1,0.0,0.0,0.0,0,0.0,0,
2,148,A3176a,A0387a,A71EV2A-x3176,A71EV2A-x0387,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0387_A_151_1_A71EV2A-x0526+A+147+1,0.3890079041143282,0.1779109864257214,0.600104821802935,1,0.14285714285714285,0,
2,150,A3176a,A0341a,A71EV2A-x3176,A71EV2A-x0341,A71EV2A-x3176_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0341_A_147_1_A71EV2A-x0395+A+148+1,0.0,0.0,0.0,0,0.0,0,
